first_name,last_name,age,marital_status,speak_1,listen_1,read_1,write_1,all_2,education,work_experience,arranged_employment,adaptability_spouse_language,adaptability_spouse_education,adaptability_spouse_work,adaptability_you_education,adaptability_you_work,adaptability_you_employment,adaptability_relatives
Daniela,Caracas,74,Single,7,8,10,9,yes,Professional degree needed to practice in a licensed profession,7,yes,no,no,no,no,no,no,yes
Daniela,Montoya,72,Married,10,8,9,10,no,Secondary school (high school diploma),6,yes,yes,no,no,yes,yes,yes,yes
Daniela,Solera,32,Married,7,10,8,9,no,University degree at the Doctoral (PhD) level,8,yes,no,no,no,no,no,no,no
Danielle,Etienne,40,Married,8,8,9,8,no,Professional degree needed to practice in a licensed profession,3,yes,no,no,no,no,no,no,yes
Danielle,van de Donck,21,Married,7,8,8,9,yes,University degree at the Doctoral (PhD) level,8,no,no,no,no,yes,yes,no,no
Dao,Thi Kieu Oanh,40,Married,10,9,10,8,no,"One-year degree, diploma or certificate",6,yes,no,no,no,no,no,yes,yes
Daphne,van Domselaar,68,Married,9,9,10,8,no,Professional degree needed to practice in a licensed profession,3,no,no,no,no,no,yes,yes,yes
Dayana,Pierre-Louis,45,Single,9,7,8,10,yes,"Two-year degree, diploma or certificate",6,yes,no,no,no,no,yes,yes,no
Deanne,Rose,65,Married,8,9,7,7,no,Bachelor’s degree or other programs (three or more years),12,yes,yes,no,no,no,yes,yes,yes
Deboran,Abiodun,66,Married,9,9,9,7,yes,Secondary school (high school diploma),13,no,no,no,no,no,yes,yes,no
Dehnisha,Blackwood,50,Married,7,7,9,7,no,"One-year degree, diploma or certificate",13,yes,no,no,no,no,no,no,no
Denise,O'Sullivan,73,Single,10,8,9,8,no,"Two or more certificates, diplomas, or degrees",3,no,no,no,no,yes,yes,yes,no
Desire,Oparanozie,20,Married,7,10,7,9,yes,Bachelor’s degree or other programs (three or more years),7,yes,no,no,no,no,no,yes,yes
Deysire,Salazar,44,Single,9,10,8,9,no,Professional degree needed to practice in a licensed profession,7,no,no,no,no,yes,yes,no,no
Diana,Gomes,71,Single,10,7,9,7,no,University degree at the Master’s level,3,yes,no,no,no,no,no,no,yes
Diana,Ospina,59,Single,10,9,8,7,no,"Two or more certificates, diplomas, or degrees",12,yes,no,no,no,yes,yes,yes,yes
Diana,Silva,66,Married,10,7,8,10,yes,University degree at the Doctoral (PhD) level,7,no,yes,no,no,yes,yes,yes,no
Diane,Caldwell,73,Single,9,9,10,7,no,Bachelor’s degree or other programs (three or more years),7,no,no,no,no,yes,no,yes,yes
Dolores,Silva,46,Married,10,8,8,9,yes,"Two-year degree, diploma or certificate",5,yes,no,no,no,yes,no,no,no
Dominique,Janssen,71,Single,10,9,10,10,no,"Two or more certificates, diplomas, or degrees",2,no,no,no,no,no,no,no,no
Dominique,Randle,59,Single,10,9,9,7,no,"Two or more certificates, diplomas, or degrees",1,no,no,no,no,no,yes,yes,no
Drew,Spence,35,Married,8,7,8,10,yes,University degree at the Master’s level,12,no,no,no,no,no,no,no,no
Duda,Sampaio,28,Single,10,8,8,8,no,University degree at the Doctoral (PhD) level,12,no,no,no,no,no,no,no,no
Duong,Thi Van,30,Married,8,10,9,10,no,Bachelor’s degree or other programs (three or more years),12,yes,yes,no,no,no,no,no,no
Elena,Linari,37,Single,7,9,10,10,no,"Two or more certificates, diplomas, or degrees",6,no,no,no,no,yes,yes,no,yes
Eliana,Stábile,36,Married,10,10,9,7,no,"Two or more certificates, diplomas, or degrees",9,yes,yes,no,no,no,yes,no,yes
Elin,Rubensson,45,Married,9,8,10,8,yes,"Two or more certificates, diplomas, or degrees",15,no,yes,no,no,no,yes,no,yes
Elisa,Bartoli,75,Married,8,8,10,7,yes,Bachelor’s degree or other programs (three or more years),3,no,no,no,no,no,yes,yes,no
Élisa,De Almeida,64,Single,7,8,10,7,yes,University degree at the Doctoral (PhD) level,13,yes,no,no,no,yes,no,no,no
Ella,Toone,31,Single,9,10,7,8,no,Secondary school (high school diploma),7,yes,no,no,no,no,yes,yes,yes
Ellie,Carpenter,61,Single,7,7,8,10,no,University degree at the Master’s level,7,no,no,no,no,no,no,no,no
Ellie,Roebuck,28,Single,10,7,9,9,yes,Secondary school (high school diploma),3,yes,no,no,no,yes,yes,yes,yes
Elodie,Nakkach,74,Married,9,7,10,8,yes,Professional degree needed to practice in a licensed profession,12,no,no,no,no,no,yes,yes,no
Emilie,Haavi,56,Married,9,9,8,9,no,Professional degree needed to practice in a licensed profession,2,yes,yes,no,no,no,no,no,no
Emilie,Valenciano,18,Married,7,8,10,8,no,University degree at the Master’s level,11,yes,no,no,no,yes,yes,no,no
Emily,Cedeno,56,Single,7,7,10,9,no,"Two-year degree, diploma or certificate",8,no,no,no,no,yes,yes,no,yes
Emily,Fox,59,Married,8,10,9,10,yes,Bachelor’s degree or other programs (three or more years),15,no,no,no,no,no,yes,yes,no
Emily,Sonnett,51,Married,9,7,10,10,no,Professional degree needed to practice in a licensed profession,3,yes,no,no,no,yes,no,yes,yes
Emily,van Egmond,54,Married,10,9,8,10,yes,"Two-year degree, diploma or certificate",0,yes,no,no,no,yes,yes,no,yes
Emma,Severini,70,Married,8,7,8,9,yes,Secondary school (high school diploma),15,no,yes,no,no,no,no,yes,yes
Emma,Snerle,74,Single,8,8,10,9,yes,"Two-year degree, diploma or certificate",4,yes,no,no,no,yes,yes,yes,yes
Enith,Salon,65,Married,7,7,10,7,yes,University degree at the Master’s level,15,yes,yes,no,no,no,yes,yes,no
Érica,Lonigro,22,Single,8,9,10,9,yes,Bachelor’s degree or other programs (three or more years),8,yes,no,no,no,yes,no,yes,yes
Erika,Hernandez,40,Single,10,8,8,7,yes,Professional degree needed to practice in a licensed profession,1,yes,no,no,no,no,yes,no,yes
Erin,Nayler,45,Single,7,7,8,7,no,Professional degree needed to practice in a licensed profession,3,yes,no,no,no,yes,yes,no,yes
Eseosa,Aigbogun,72,Married,9,7,8,9,no,Secondary school (high school diploma),8,yes,yes,no,no,yes,yes,no,yes
Esme,Morgan,39,Married,9,9,7,10,yes,"Two or more certificates, diplomas, or degrees",2,yes,no,no,no,no,yes,no,no
Esmee,Brugts,32,Married,7,7,10,7,no,"Two-year degree, diploma or certificate",3,no,no,no,no,yes,no,yes,yes
Estefanía,Banini,21,Single,8,10,9,7,no,University degree at the Doctoral (PhD) level,9,no,no,no,no,yes,no,no,no
Estelle,Cascarino,62,Married,9,9,9,10,no,Bachelor’s degree or other programs (three or more years),11,no,yes,no,no,no,yes,yes,no
Esther,Banda,18,Married,8,10,9,9,yes,"One-year degree, diploma or certificate",0,yes,yes,no,no,yes,yes,no,yes
Esther,González,68,Married,7,10,7,8,no,"One-year degree, diploma or certificate",13,no,yes,no,no,no,yes,yes,yes
Esther,Okoronkwo,18,Single,7,8,10,10,yes,"Two or more certificates, diplomas, or degrees",3,yes,no,no,no,yes,no,no,yes
Esthericove,Joseph,52,Single,7,7,10,8,no,University degree at the Doctoral (PhD) level,4,no,no,no,no,no,no,yes,yes
Eugenie,Le Sommer,44,Single,9,8,7,8,no,Bachelor’s degree or other programs (three or more years),11,no,no,no,no,no,yes,yes,no
Eunice,Sakala,73,Single,8,7,9,7,no,University degree at the Doctoral (PhD) level,9,no,no,no,no,yes,no,no,no
Eva,Navarro,64,Married,7,10,10,7,yes,Bachelor’s degree or other programs (three or more years),7,yes,yes,no,no,no,no,yes,yes
Evarine,Katongo,67,Married,8,8,8,9,yes,University degree at the Doctoral (PhD) level,0,yes,yes,no,no,yes,no,no,no
Eve,Perisset,44,Single,9,7,10,10,no,Secondary school (high school diploma),5,no,no,no,no,no,no,no,yes
Evelyne,Viens,32,Married,7,9,7,8,yes,"Two-year degree, diploma or certificate",6,yes,yes,no,no,no,no,yes,no
Fabienne,Humm,45,Single,10,9,8,7,no,"Two-year degree, diploma or certificate",0,yes,no,no,no,no,no,no,no
Fabiola,Villalobos,65,Married,8,8,8,8,no,"One-year degree, diploma or certificate",5,yes,no,no,no,no,no,no,no
Farissa,Cordoba,36,Married,7,7,9,7,no,"Two or more certificates, diplomas, or degrees",15,no,no,no,no,yes,no,yes,yes
Fatima,Gharbi,41,Single,8,10,9,7,no,University degree at the Master’s level,8,no,no,no,no,no,yes,no,yes
Fátima,Pinto,27,Single,10,9,10,7,yes,Secondary school (high school diploma),2,no,no,no,no,yes,yes,yes,no
Fatima,Tagnaout,35,Single,9,10,10,10,yes,Secondary school (high school diploma),12,yes,no,no,no,no,yes,no,no
Felicitas,Rauch,31,Married,9,9,10,10,no,Bachelor’s degree or other programs (three or more years),2,yes,no,no,no,yes,yes,yes,yes
Fikile,Magama,49,Single,10,10,9,9,no,University degree at the Doctoral (PhD) level,13,no,no,no,no,yes,no,yes,no
Filippa,Angeldahl,28,Married,7,8,8,8,no,"Two-year degree, diploma or certificate",5,no,yes,no,no,yes,no,no,no
Florencia,Bonsegundo,68,Single,8,9,7,10,yes,"Two or more certificates, diplomas, or degrees",11,no,no,no,no,no,no,yes,yes
Florsie,Darlina Joseph,47,Married,10,7,9,10,yes,Bachelor’s degree or other programs (three or more years),2,no,no,no,no,no,yes,yes,yes
Francesca,Durante,57,Married,8,9,8,8,yes,"Two-year degree, diploma or certificate",15,yes,yes,no,no,no,no,yes,yes
Francisca,Ordega,22,Single,10,10,8,10,yes,Bachelor’s degree or other programs (three or more years),11,no,no,no,no,yes,no,no,no
Frederikke,Thøgersen,51,Married,9,10,10,10,yes,University degree at the Doctoral (PhD) level,4,yes,yes,no,no,yes,no,no,yes
Frida,Maanum,62,Single,7,9,8,8,yes,University degree at the Doctoral (PhD) level,8,yes,no,no,no,no,no,no,yes
Fridolina,Rolfo,45,Single,10,8,9,9,yes,Bachelor’s degree or other programs (three or more years),15,yes,no,no,no,yes,yes,yes,no
Fuka,Nagano,33,Married,9,7,7,10,yes,Secondary school (high school diploma),7,yes,yes,no,no,yes,no,yes,yes
Gabi,Nunes,55,Married,10,10,8,7,yes,"Two or more certificates, diplomas, or degrees",4,no,yes,no,no,yes,no,no,no
Gabi,Rennie,19,Married,7,8,7,9,yes,University degree at the Doctoral (PhD) level,1,yes,no,no,no,no,no,no,yes
Gabriela,Chávez,18,Single,8,7,9,8,no,"One-year degree, diploma or certificate",2,no,no,no,no,yes,no,yes,no
Gabriela,Guillén,36,Single,7,9,7,7,no,University degree at the Master’s level,10,yes,no,no,no,yes,yes,yes,no
Gabriela,Salgado,18,Single,9,10,8,8,no,"Two or more certificates, diplomas, or degrees",2,yes,no,no,no,yes,no,no,no
Gabriela,Urueña,35,Married,10,8,9,8,no,"Two or more certificates, diplomas, or degrees",9,no,yes,no,no,no,yes,no,no
Gabrielle,Carle,52,Married,9,10,10,8,yes,Professional degree needed to practice in a licensed profession,1,no,yes,no,no,no,no,yes,no
Gaëlle,Thalmann,64,Single,8,10,8,7,no,Bachelor’s degree or other programs (three or more years),9,no,no,no,no,no,no,yes,no
Ganesh,Gangadharan,61,Single,8,9,8,7,yes,Professional degree needed to practice in a licensed profession,2,no,no,no,no,yes,yes,yes,no
Génesis,Pérez,48,Married,7,9,8,9,no,"Two or more certificates, diplomas, or degrees",5,yes,no,no,no,yes,yes,no,yes
Georgia,Stanway,36,Married,7,7,8,9,no,Bachelor’s degree or other programs (three or more years),13,no,yes,no,no,no,no,no,yes
Géraldine,Reuteler,61,Married,9,9,9,8,no,"Two or more certificates, diplomas, or degrees",11,no,no,no,no,no,no,yes,no
Ghizlane,Chebbak,41,Married,8,8,8,9,no,University degree at the Master’s level,8,no,no,no,no,yes,no,no,yes
Giada,Greggi,44,Single,7,9,8,7,no,University degree at the Master’s level,9,no,no,no,no,no,no,yes,yes
Gift,Monday,39,Single,8,7,8,8,yes,University degree at the Master’s level,9,yes,no,no,no,yes,no,no,no
Giulia,Dragoni,64,Married,8,10,7,8,yes,University degree at the Master’s level,3,no,no,no,no,no,no,no,no
Gloriana,Villalobos,55,Single,9,9,9,7,no,Bachelor’s degree or other programs (three or more years),15,no,no,no,no,no,no,yes,yes
Glory,Ogbonna,56,Married,9,10,8,7,no,"One-year degree, diploma or certificate",1,yes,no,no,no,no,no,yes,yes
Grace,Chanda,60,Married,10,9,9,7,no,Bachelor’s degree or other programs (three or more years),14,no,no,no,no,no,no,yes,no
Grace,Geyoro,45,Single,9,10,10,10,yes,"Two or more certificates, diplomas, or degrees",9,yes,no,no,no,no,yes,no,yes
Grace,Jale,73,Married,10,9,8,10,yes,University degree at the Master’s level,2,yes,no,no,no,no,no,no,yes
Grace,Moloney,41,Single,10,8,10,10,no,Secondary school (high school diploma),13,no,no,no,no,yes,yes,no,no
Guro,Bergsvand,24,Married,7,7,10,7,yes,Professional degree needed to practice in a licensed profession,3,yes,yes,no,no,no,no,no,no
Guro,Pettersen,31,Married,7,7,9,7,yes,University degree at the Master’s level,7,no,yes,no,no,no,no,yes,no
Guro,Reiten,60,Single,8,8,7,9,yes,Bachelor’s degree or other programs (three or more years),12,yes,no,no,no,yes,no,no,yes
Haiyan,Wu,65,Married,7,9,8,10,no,Bachelor’s degree or other programs (three or more years),11,no,yes,no,no,yes,yes,no,no
Hali,Long,20,Single,8,10,8,8,no,"One-year degree, diploma or certificate",12,no,no,no,no,yes,no,yes,yes
Halimatu,Ayinde,23,Single,7,7,8,9,yes,Bachelor’s degree or other programs (three or more years),4,no,no,no,no,no,no,yes,yes
Hana,Takahashi,20,Married,9,7,8,9,yes,University degree at the Doctoral (PhD) level,7,no,yes,no,no,yes,yes,no,yes
Hanane,Ait El Haj,29,Single,10,8,9,7,no,University degree at the Doctoral (PhD) level,7,yes,no,no,no,yes,no,yes,no
Hanna,Bennison,49,Married,8,8,10,7,yes,"One-year degree, diploma or certificate",6,yes,yes,no,no,yes,yes,yes,no
Hanna,Lundkvist,57,Single,9,10,7,10,yes,Bachelor’s degree or other programs (three or more years),0,no,no,no,no,yes,yes,no,yes
Hannah,Hampton,52,Married,9,9,8,8,no,"Two or more certificates, diplomas, or degrees",4,yes,yes,no,no,yes,no,no,yes
Hannah,Wilkinson,40,Married,8,7,10,7,no,"Two-year degree, diploma or certificate",14,yes,no,no,no,no,no,no,yes
Havana,Solaun,18,Married,10,8,7,10,yes,"Two or more certificates, diplomas, or degrees",2,yes,no,no,no,yes,yes,no,no
Hayley,Raso,32,Single,10,9,7,8,yes,University degree at the Master’s level,9,no,no,no,no,no,yes,no,yes
Heather,Payne,27,Married,10,9,10,10,no,University degree at the Master’s level,2,no,no,no,no,yes,yes,yes,yes
Hellen,Chanda,70,Single,10,10,10,9,no,University degree at the Master’s level,6,yes,no,no,no,no,no,no,yes
Hellen,Mubanga,70,Single,7,10,8,8,no,"One-year degree, diploma or certificate",5,no,no,no,no,yes,no,yes,no
Hikaru,Naomoto,48,Single,9,10,10,7,yes,University degree at the Doctoral (PhD) level,12,yes,no,no,no,no,yes,yes,no
Hilary,Jaen,46,Married,8,7,7,8,no,"One-year degree, diploma or certificate",13,yes,no,no,no,no,yes,yes,yes
Hildah,Magaia,33,Married,7,10,8,8,no,University degree at the Master’s level,7,yes,no,no,no,yes,yes,no,no
Hina,Sugita,22,Married,8,9,10,10,yes,University degree at the Master’s level,10,yes,no,no,no,no,yes,no,no
Hinata,Miyazawa,46,Married,10,10,9,8,no,Professional degree needed to practice in a licensed profession,8,no,no,no,no,no,no,yes,yes
Hoang,Thi Loan,47,Single,8,10,8,9,no,Bachelor’s degree or other programs (three or more years),10,no,no,no,no,no,yes,no,yes
Hong,Hye-ji,21,Single,9,9,8,10,no,"Two-year degree, diploma or certificate",2,yes,no,no,no,no,no,yes,yes
Hongyan,Pan,66,Married,7,7,10,9,yes,"Two or more certificates, diplomas, or degrees",6,no,yes,no,no,yes,yes,no,no
Honoka,Hayashi,75,Married,9,7,10,10,yes,"Two-year degree, diploma or certificate",1,yes,no,no,no,no,yes,yes,no
Huan,Xu,43,Married,10,7,8,10,yes,Professional degree needed to practice in a licensed profession,1,no,yes,no,no,no,yes,yes,no
Huynh,Nhu,68,Married,7,10,9,10,no,"Two-year degree, diploma or certificate",2,yes,yes,no,no,yes,yes,yes,no
Ibtissam,Jraidi,61,Single,9,9,8,7,yes,University degree at the Master’s level,3,yes,no,no,no,no,yes,no,no
Ifeoma,Onumonu,55,Single,7,9,8,8,yes,"Two-year degree, diploma or certificate",10,no,no,no,no,no,yes,yes,no
Indiah-Paige,Riley,44,Married,8,10,7,7,yes,University degree at the Master’s level,12,yes,no,no,no,no,yes,yes,no
Ines,Arouaissa,39,Single,8,10,10,9,yes,Professional degree needed to practice in a licensed profession,6,yes,no,no,no,yes,no,no,no
Inês,Pereira,44,Single,9,9,9,7,yes,Professional degree needed to practice in a licensed profession,4,no,no,no,no,no,yes,no,no
Ingrid,Syrstad,49,Married,7,8,8,9,yes,Professional degree needed to practice in a licensed profession,14,yes,yes,no,no,yes,no,yes,yes
Ireen,Lungu,69,Married,9,10,9,9,no,Bachelor’s degree or other programs (three or more years),8,yes,yes,no,no,yes,yes,no,no
Irene,Guerrero,74,Married,9,10,7,7,yes,"Two or more certificates, diplomas, or degrees",13,no,yes,no,no,no,yes,no,no
Irene,Paredes,69,Married,7,9,9,8,yes,University degree at the Master’s level,5,no,no,no,no,no,no,no,no
Isabella,Flanigan,56,Single,7,10,7,8,no,Bachelor’s degree or other programs (three or more years),6,no,no,no,no,no,yes,no,no
Isibeal,Atkinson,36,Single,10,8,10,10,yes,"Two-year degree, diploma or certificate",11,yes,no,no,no,yes,yes,yes,no
Ivana,Andrés,74,Single,10,8,10,10,no,"Two-year degree, diploma or certificate",11,no,no,no,no,yes,no,yes,yes
Ivonne,Chacón,41,Single,10,9,8,8,no,University degree at the Doctoral (PhD) level,11,yes,no,no,no,yes,no,yes,no
Jacintha,Weimar,56,Married,8,8,8,10,yes,Professional degree needed to practice in a licensed profession,8,no,yes,no,no,no,yes,yes,no
Jackie,Groenen,73,Single,8,8,8,8,no,"Two or more certificates, diplomas, or degrees",9,no,no,no,no,yes,no,no,no
Jaclyn,Sawicki,58,Single,8,9,10,8,no,University degree at the Master’s level,12,yes,no,no,no,yes,yes,no,yes
Jacqui,Hand,48,Married,7,7,7,8,yes,"Two or more certificates, diplomas, or degrees",10,no,no,no,no,yes,yes,no,no
Jang,Sel-ji,38,Married,10,8,8,9,yes,University degree at the Master’s level,7,no,no,no,no,no,no,yes,no
Janni,Thomsen,69,Married,8,9,8,9,yes,"Two or more certificates, diplomas, or degrees",7,yes,yes,no,no,no,yes,no,yes
Jayde,Riviere,49,Married,8,8,10,8,no,Secondary school (high school diploma),7,no,no,no,no,no,no,yes,no
Jennifer,Echegini,74,Married,8,7,10,9,no,Bachelor’s degree or other programs (three or more years),6,yes,yes,no,no,no,yes,no,no
Jennifer,Falk,22,Single,10,7,10,9,yes,University degree at the Doctoral (PhD) level,12,no,no,no,no,yes,yes,no,yes
Jennifer,Hermoso,51,Single,10,9,9,9,yes,"One-year degree, diploma or certificate",0,no,no,no,no,yes,yes,no,no
Jennyfer,Limage,61,Married,8,10,8,10,no,"One-year degree, diploma or certificate",11,yes,no,no,no,yes,yes,yes,yes
Jeon,Eun-ha,59,Married,7,8,8,10,no,"Two-year degree, diploma or certificate",10,no,no,no,no,yes,yes,yes,yes
Jermaine,Seoposenwe,54,Single,9,9,10,9,yes,Bachelor’s degree or other programs (three or more years),2,no,no,no,no,no,no,no,no
Jess,Carter,40,Married,10,9,9,9,no,University degree at the Master’s level,3,no,yes,no,no,no,no,yes,yes
Jéssica,Silva,64,Married,7,8,10,7,no,University degree at the Master’s level,7,yes,yes,no,no,yes,no,yes,yes
Jessie,Fleming,75,Single,9,10,8,10,no,Bachelor’s degree or other programs (three or more years),11,no,no,no,no,no,yes,yes,yes
Jessika,Cowart,22,Single,9,7,7,9,yes,Professional degree needed to practice in a licensed profession,9,yes,no,no,no,no,yes,yes,no
Ji,So-yun,57,Single,9,7,10,10,yes,University degree at the Master’s level,14,no,no,no,no,no,no,no,yes
Jiahui,Lou(Wuhan,68,Married,9,7,9,10,yes,University degree at the Master’s level,14,yes,no,no,no,no,no,yes,yes
Jiali,Tang,59,Married,9,10,9,9,yes,"Two-year degree, diploma or certificate",2,no,yes,no,no,yes,yes,yes,no
Jiaxing,Dou,75,Single,7,10,9,9,yes,"Two-year degree, diploma or certificate",8,no,no,no,no,no,no,yes,yes
Jill,Baijings,63,Married,7,7,9,9,yes,"Two-year degree, diploma or certificate",0,no,yes,no,no,yes,no,no,no
Jill,Roord,21,Single,7,7,7,10,no,"One-year degree, diploma or certificate",8,no,no,no,no,no,no,yes,no
Joana,Marchão,21,Married,9,7,9,10,yes,University degree at the Doctoral (PhD) level,8,no,no,no,no,yes,yes,yes,yes
Jody,Brown,52,Married,7,9,7,8,no,"Two or more certificates, diplomas, or degrees",9,no,no,no,no,no,no,no,no
Johanna,Rytting Kaneryd,60,Single,10,9,10,7,no,Secondary school (high school diploma),1,no,no,no,no,no,no,no,no
Jonna,Anderson,62,Single,9,8,9,8,no,"Two or more certificates, diplomas, or degrees",10,no,no,no,no,no,no,no,no
Jordan,Nobbs,50,Married,10,8,7,8,no,Bachelor’s degree or other programs (three or more years),0,no,no,no,no,yes,no,yes,no
Jordyn,Huitema,41,Married,7,10,8,10,no,"One-year degree, diploma or certificate",2,yes,yes,no,no,yes,no,yes,yes
Jorelyn,Carabali,44,Married,8,8,7,9,no,University degree at the Master’s level,4,yes,yes,no,no,yes,yes,no,yes
Josefine,Hasbo,72,Single,8,9,10,9,no,Bachelor’s degree or other programs (three or more years),2,yes,no,no,no,no,no,yes,no
Judith,Soko,71,Single,10,7,8,7,yes,University degree at the Doctoral (PhD) level,3,yes,no,no,no,no,no,no,yes
Jule,Brand,46,Married,8,10,7,10,yes,"One-year degree, diploma or certificate",6,no,no,no,no,no,yes,yes,no
Julia,Grosso,43,Married,8,10,7,7,yes,"Two-year degree, diploma or certificate",13,no,yes,no,no,no,yes,no,no
Julia,Stierli,46,Single,10,10,10,8,yes,University degree at the Doctoral (PhD) level,12,no,no,no,no,no,yes,yes,yes
Julie,Blakstad,45,Married,10,8,9,10,no,"One-year degree, diploma or certificate",13,no,yes,no,no,no,yes,yes,no
Julie,Ertz,71,Married,10,7,9,10,yes,University degree at the Master’s level,6,no,yes,no,no,yes,no,no,no
Julieta,Cruz,46,Single,9,10,10,9,no,"Two or more certificates, diplomas, or degrees",11,yes,no,no,no,yes,yes,yes,no
Jun,Endo,25,Single,9,10,8,9,yes,University degree at the Master’s level,4,yes,no,no,no,no,yes,yes,yes
Kadeisha,Buchanan,19,Single,8,9,10,8,no,"Two-year degree, diploma or certificate",3,yes,no,no,no,yes,no,no,yes
Kadidiatou,Diani,56,Single,7,7,8,10,no,University degree at the Doctoral (PhD) level,6,yes,no,no,no,yes,no,yes,no
Kailen,Sheridan,45,Single,9,7,8,7,yes,University degree at the Doctoral (PhD) level,4,no,no,no,no,no,no,yes,yes
Kaiya,Jota,43,Married,9,8,9,7,no,Bachelor’s degree or other programs (three or more years),3,yes,no,no,no,no,yes,yes,no
Kalyssa,Van Zanten,62,Single,9,8,10,8,yes,University degree at the Master’s level,8,yes,no,no,no,no,no,no,no
Kameron,Simmonds,72,Single,9,8,8,10,yes,University degree at the Doctoral (PhD) level,4,yes,no,no,no,yes,no,no,no
Kang,Chae-rim,57,Married,7,10,7,8,no,Secondary school (high school diploma),10,yes,yes,no,no,no,yes,no,yes
Karabo,Dhlamini,48,Married,10,10,10,10,no,"One-year degree, diploma or certificate",6,no,no,no,no,yes,yes,no,no
Karen,Holmgaard,60,Single,7,10,8,7,no,Secondary school (high school diploma),13,yes,no,no,no,no,no,no,yes
Karina,Sævik,37,Married,7,9,7,10,yes,"Two-year degree, diploma or certificate",13,yes,no,no,no,yes,no,yes,no
Karla,Riley,29,Single,10,7,9,8,no,University degree at the Master’s level,11,no,no,no,no,no,no,yes,yes
Katherine,Alvarado,55,Married,7,7,7,7,no,"One-year degree, diploma or certificate",4,no,yes,no,no,no,yes,yes,yes
Katherine,Castillo,64,Married,9,8,7,10,no,University degree at the Doctoral (PhD) level,10,no,no,no,no,yes,yes,yes,no
Kathrin,Hendrich,32,Married,8,7,8,10,yes,"Two or more certificates, diplomas, or degrees",15,no,no,no,no,no,no,no,no
Kathrine,Kühl,54,Married,8,9,7,9,no,Professional degree needed to practice in a licensed profession,4,no,yes,no,no,no,yes,yes,no
Kathrine,Larsen,30,Married,10,9,8,8,yes,Bachelor’s degree or other programs (three or more years),8,yes,yes,no,no,yes,yes,yes,yes
Katie,Bowen,69,Single,8,7,7,9,yes,Bachelor’s degree or other programs (three or more years),15,yes,no,no,no,no,no,yes,no
Katie,McCabe,19,Married,7,8,9,8,no,University degree at the Doctoral (PhD) level,13,yes,yes,no,no,no,yes,no,yes
Katie,Robinson,55,Single,7,9,7,8,no,Professional degree needed to practice in a licensed profession,3,no,no,no,no,no,no,no,yes
Katie,Zelem,74,Single,8,10,9,7,yes,University degree at the Doctoral (PhD) level,6,no,no,no,no,yes,no,yes,yes
Katja,Snoejis,52,Single,9,8,9,9,yes,"Two or more certificates, diplomas, or degrees",1,yes,no,no,no,no,no,yes,no
Katrina,Gorry,53,Married,7,9,8,8,yes,University degree at the Doctoral (PhD) level,3,no,yes,no,no,yes,no,yes,yes
Katrina,Guillou,52,Single,10,8,7,9,yes,Professional degree needed to practice in a licensed profession,13,no,no,no,no,yes,yes,no,no
Katrine,Veje,70,Single,8,10,9,7,no,"Two or more certificates, diplomas, or degrees",13,no,no,no,no,yes,yes,yes,no
Kayla,McKenna,53,Single,8,8,9,9,yes,"One-year degree, diploma or certificate",5,yes,no,no,no,no,yes,no,no
Kaylin,Swart,39,Single,7,9,8,7,no,University degree at the Master’s level,0,no,no,no,no,no,yes,yes,yes
Kebotseng,Moletsane,70,Married,10,9,8,9,no,"One-year degree, diploma or certificate",8,yes,no,no,no,no,yes,no,no
Keira,Walsh,51,Married,9,9,8,8,yes,Secondary school (high school diploma),4,no,yes,no,no,yes,no,no,no
Kelley,O'Hara,52,Married,9,10,9,8,no,Secondary school (high school diploma),14,no,yes,no,no,no,yes,no,yes
Kenza,Chapelle,36,Married,9,7,10,8,yes,Professional degree needed to practice in a licensed profession,8,yes,yes,no,no,no,yes,no,no
Kenza,Dali,68,Married,9,10,7,8,no,University degree at the Master’s level,13,no,no,no,no,no,yes,no,yes
Kerly,Theus,69,Single,7,7,9,10,yes,Professional degree needed to practice in a licensed profession,13,yes,no,no,no,yes,yes,no,yes
Kerstin,Casparij,46,Married,7,8,10,7,no,Secondary school (high school diploma),11,no,no,no,no,no,yes,yes,no
Kethna,Louis,57,Single,10,9,9,8,no,Professional degree needed to practice in a licensed profession,0,yes,no,no,no,no,yes,no,no
Khadija,ER-RMICHI,21,Married,8,7,10,9,no,"One-year degree, diploma or certificate",11,yes,yes,no,no,no,no,yes,yes
Khadija,Shaw,31,Single,9,9,10,9,yes,Bachelor’s degree or other programs (three or more years),14,yes,no,no,no,yes,no,yes,no
Kholosa,Biyana,20,Married,10,8,10,10,yes,"Two-year degree, diploma or certificate",13,yes,yes,no,no,no,yes,yes,yes
Khong,Thi,25,Single,10,9,9,9,no,University degree at the Doctoral (PhD) level,9,yes,no,no,no,no,no,yes,no
Kiara,Thi Hang,69,Married,10,7,10,7,no,Bachelor’s degree or other programs (three or more years),9,yes,yes,no,no,yes,yes,yes,no
Kika,Nazareth,33,Married,8,9,8,7,yes,"One-year degree, diploma or certificate",1,yes,yes,no,no,no,no,no,no
Kiko,Seike,73,Single,7,8,10,8,yes,Professional degree needed to practice in a licensed profession,13,yes,no,no,no,yes,no,yes,no
Kim,Hye-ri,56,Married,10,9,7,7,yes,University degree at the Doctoral (PhD) level,10,no,no,no,no,yes,no,no,yes
